Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T003_002,SE_T003_001,SE_T003_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T005_001,SE_T005_002,SE_T005_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T020_001,SE_T020_002,SE_T020_003,SE_T020_004,SE_T020_005,SE_T020_006,SE_T020_007,SE_T020_008,SE_T020_009,SE_T025_001,SE_T025_002,SE_T025_003,SE_T025_004,SE_T025_005,SE_T025_006,SE_T025_007,SE_T025_008,SE_T025_009,SE_T025_010,SE_T025_011,SE_T025_012,SE_T025_013,SE_T025_014,SE_T025_015,SE_T025_016,SE_T025_017,SE_T025_018,SE_T069_001,SE_T069_002,SE_T069_003,SE_T069_004,SE_T069_005,SE_T069_006,SE_T069_007,SE_T073_001,SE_T073_002,SE_T073_003,SE_T093_001,SE_T155_001,SE_T156_001,SE_T156_002,SE_T156_003,SE_T185_001,SE_T185_002,SE_T185_003,SE_T185_004,SE_T185_005
"Census Tract 323.11","Census Tract 323.11, King County, Washington","53033032311","140","00","91","53","033","21",,"032311",6130,6130,672.3425,9.11737660560589,9.161942,9.117376,0.04456469,6130,3108,3022,6130,416,620,715,367,272,493,1426,1158,430,161,64,8,6130,5636,42,22,193,25,73,139,1931,1686,1550,136,44,92,245,150,95,6130,6130,5766,1683,1590,2297,20,24,35,47,70,364,177,75,112,0,0,0,4272,3028,0,3028,2935,93,1244,3028,2935,93,86616,1965,1931,1799,132,6119,60,394,454,5665
"Census Tract 323.12","Census Tract 323.12, King County, Washington","53033032312","140","00","91","53","033","21",,"032312",5135,5135,501.8627,10.2318821554386,10.27366,10.23188,0.04177355,5135,2628,2507,5135,386,512,578,298,233,383,1095,1019,389,150,77,15,5135,4583,45,12,274,3,90,128,1623,1418,1314,104,35,69,205,115,90,5135,5135,4894,1437,1353,1939,44,0,22,54,45,241,149,46,46,0,0,0,3561,2445,0,2445,2367,78,1116,2445,2367,78,117765,1660,1623,1527,96,5127,67,188,255,4872
"Census Tract 323.13","Census Tract 323.13, King County, Washington","53033032313","140","00","91","53","033","21",,"032313",3735,3735,732.2243,5.10089583426641,5.26926,5.100896,0.1683641,3735,1937,1798,3735,222,209,205,113,564,836,582,392,265,185,123,39,3735,2895,56,24,341,14,277,128,1690,881,663,218,67,151,809,461,348,3709,3709,2634,932,628,858,20,38,33,70,55,1075,546,249,280,0,0,0,3010,2287,0,2287,2224,63,723,2287,2224,63,51472,1770,1690,718,972,3709,278,510,788,2921
"Census Tract 323.14","Census Tract 323.14, King County, Washington","53033032314","140","00","91","53","033","21",,"032314",4634,4634,660.2103,7.01897614969645,7.018976,7.018976,0,4634,2398,2236,4634,299,458,552,292,251,328,998,966,311,119,43,17,4634,4265,37,20,182,3,34,93,1419,1284,1170,114,40,74,135,83,52,4634,4634,4472,1291,1204,1838,50,8,18,37,26,162,89,33,40,0,0,0,3275,2237,7,2230,2190,40,1038,2230,2190,40,97262,1448,1419,1354,65,4625,130,190,320,4305
"Census Tract 323.15","Census Tract 323.15, King County, Washington","53033032315","140","00","91","53","033","21",,"032315",5016,5016,283.7101,17.6800201390894,17.84228,17.68002,0.1622621,5016,2570,2446,5016,470,423,382,246,247,622,1219,857,346,124,69,11,5016,4675,17,15,171,3,29,106,1708,1424,1290,134,67,67,284,176,108,5016,5016,4578,1400,1304,1729,23,4,18,43,57,438,189,116,133,0,0,0,3662,2621,0,2621,2597,24,1041,2621,2597,24,95258,1756,1708,1596,112,4994,160,170,330,4664
"Census Tract 323.16","Census Tract 323.16, King County, Washington","53033032316","140","00","91","53","033","21",,"032316",4220,4220,1832.414,2.30297244620438,3.332137,2.302973,1.029164,4220,2146,2074,4220,341,378,392,211,170,481,873,814,333,144,72,11,4220,3690,27,9,358,2,20,114,1433,1235,1135,100,22,78,198,115,83,4220,4220,3958,1217,1100,1530,0,8,0,34,69,262,149,58,55,0,0,0,3039,2138,0,2138,2080,58,901,2138,2080,58,97732,1500,1433,1346,87,4211,156,101,257,3954
"Census Tract 323.17","Census Tract 323.17, King County, Washington","53033032317","140","00","91","53","033","21",,"032317",6324,6324,3493.676,1.81012807781349,1.810128,1.810128,0,6324,3159,3165,6324,446,541,635,376,405,708,1289,1264,405,149,87,19,6324,5711,54,9,358,2,41,149,2119,1786,1613,173,38,135,333,192,141,6324,6324,5868,1789,1610,2312,48,0,17,23,69,456,220,100,136,0,0,0,4584,3691,0,3691,3582,109,893,3691,3582,109,97022,2154,2119,1826,293,6324,72,193,265,6059
"Census Tract 323.18","Census Tract 323.18, King County, Washington","53033032318","140","00","91","53","033","21",,"032318",4828,4828,1760.942,2.7417142473247,2.741714,2.741714,0,4828,2457,2371,4828,458,552,530,263,188,567,1220,733,210,60,42,5,4828,4119,67,8,486,2,28,118,1484,1344,1238,106,26,80,140,88,52,4828,4828,4682,1372,1283,1928,12,0,21,31,35,146,96,24,26,0,0,0,3181,2372,0,2372,2334,38,809,2372,2334,38,101071,1502,1484,1403,81,4828,119,153,272,4556
"Census Tract 323.19","Census Tract 323.19, King County, Washington","53033032319","140","00","91","53","033","21",,"032319",4529,4529,1683.148,2.69079161756734,2.690792,2.690792,0,4529,2261,2268,4529,287,306,309,196,470,754,705,615,346,138,272,131,4529,3755,31,26,170,12,372,163,1921,1114,868,246,77,169,807,374,433,4529,4529,3525,1124,822,1222,40,48,20,113,136,1004,675,128,201,0,0,0,3580,2563,0,2563,2514,49,1017,2563,2514,49,49812,1966,1921,886,1035,4515,295,412,707,3808
"Census Tract 323.20","Census Tract 323.20, King County, Washington","53033032320","140","00","91","53","033","21",,"032320",4111,4111,1113.666,3.69141324206908,3.706276,3.691413,0.01486262,4111,2066,2045,4111,217,356,401,275,262,295,782,863,388,162,83,27,4111,3789,48,21,108,2,39,104,1333,1149,1045,104,34,70,184,90,94,4074,4065,3725,1085,999,1463,34,8,25,29,82,340,157,75,108,9,0,9,2957,2006,0,2006,1922,84,951,2006,1922,84,94179,1367,1333,1235,98,4051,154,109,263,3788
"Census Tract 323.21","Census Tract 323.21, King County, Washington","53033032321","140","00","91","53","033","21",,"032321",3129,3129,643.3856,4.86333527414027,4.863335,4.863335,0,3129,1593,1536,3129,175,253,326,218,163,181,553,729,329,107,74,21,3129,2895,10,6,110,4,10,94,1022,884,819,65,25,40,138,82,56,3166,3156,3036,929,942,1083,5,14,0,42,21,120,81,19,20,10,0,10,2397,1537,0,1537,1493,44,860,1537,1493,44,101832,1057,1022,917,105,3166,120,107,227,2939
"Census Tract 323.22","Census Tract 323.22, King County, Washington","53033032322","140","00","91","53","033","21",,"032322",3644,3644,2008.79,1.81402770978089,1.814028,1.814028,0,3644,1833,1811,3644,251,380,405,250,183,264,773,802,214,78,34,10,3644,3193,12,10,271,3,45,110,1112,1029,970,59,17,42,83,49,34,3644,3644,3568,1037,997,1443,11,4,18,32,26,76,53,12,11,0,0,0,2534,1863,0,1863,1804,59,671,1863,1804,59,108195,1128,1112,1067,45,3634,70,0,70,3564
"Census Tract 323.23","Census Tract 323.23, King County, Washington","53033032323","140","00","91","53","033","21",,"032323",5086,5086,3980.874,1.27760900822707,1.277609,1.277609,0,5086,2459,2627,5086,347,396,422,282,380,686,940,781,281,108,293,170,5086,4186,57,20,601,8,67,147,1839,1323,1153,170,44,126,516,220,296,5086,5011,4397,1325,1135,1690,7,28,53,46,113,614,422,95,97,75,75,0,3762,2562,0,2562,2496,66,1200,2562,2496,66,79644,1893,1839,1288,551,5003,163,125,288,4715
"Census Tract 323.24","Census Tract 323.24, King County, Washington","53033032324","140","00","91","53","033","21",,"032324",4853,4853,6227.654,0.779266158762126,0.7792662,0.7792662,0,4853,2386,2467,4853,348,302,318,221,403,958,936,700,366,164,108,29,4853,4127,60,22,332,4,138,170,2006,1238,998,240,66,174,768,372,396,4853,4853,3818,1238,1003,1372,44,12,37,49,63,1035,570,195,270,0,0,0,3789,2982,0,2982,2902,80,807,2982,2902,80,60404,2099,2006,1205,801,4834,358,275,633,4201
"Census Tract 323.25","Census Tract 323.25, King County, Washington","53033032325","140","00","91","53","033","21",,"032325",5358,5358,6279.915,0.853196231025009,0.8531962,0.8531962,0,5358,2674,2684,5358,406,388,355,197,616,1269,1003,696,261,93,47,27,5358,4197,95,38,674,5,134,215,2184,1348,1050,298,82,216,836,434,402,5358,5352,4251,1362,1122,1513,8,74,42,58,72,1101,574,260,267,6,6,0,4174,3415,5,3410,3291,119,759,3410,3291,119,66667,2308,2184,880,1304,5352,494,382,876,4476
"Census Tract 324.01","Census Tract 324.01, King County, Washington","53033032401","140","00","91","53","033","21",,"032401",4689,4689,215.2088,21.7881395589478,21.96372,21.78814,0.1755823,4689,2382,2307,4689,376,395,415,225,293,649,1135,711,290,131,58,11,4689,4394,19,31,71,1,89,84,1607,1288,1142,146,50,96,319,208,111,4689,4678,4266,1294,1199,1585,26,26,14,47,75,412,226,91,95,11,0,11,3433,2770,7,2763,2722,41,663,2763,2722,41,76189,1686,1607,1380,227,4673,97,299,396,4277
"Census Tract 324.02","Census Tract 324.02, King County, Washington","53033032402","140","00","91","53","033","21",,"032402",4982,4982,508.0688,9.80575894560129,9.85483,9.805758,0.0490705,4982,2527,2455,4982,423,513,441,243,256,723,1238,699,256,132,47,11,4982,4686,19,19,79,4,63,112,1688,1415,1238,177,66,111,273,171,102,4982,4968,4594,1407,1258,1763,31,11,0,18,106,374,199,82,93,14,0,14,3493,2687,0,2687,2625,62,806,2687,2625,62,66215,1739,1688,1567,121,4948,145,340,485,4463
"Census Tract 325","Census Tract 325, King County, Washington","53033032500","140","00","91","53","033","21",,"032500",4903,4903,58.777,83.4169795381291,84.14958,83.41698,0.7326011,4903,2497,2406,4903,348,463,428,262,262,555,1177,784,342,138,109,35,4903,4550,9,68,101,4,55,116,1733,1327,1123,204,75,129,406,232,174,4903,4892,4382,1334,1184,1686,33,8,11,21,105,510,293,102,115,11,0,11,3578,2602,0,2602,2487,115,976,2602,2487,115,65750,1814,1733,1454,279,4889,290,397,687,4202
"Census Tract 326.01","Census Tract 326.01, King County, Washington","53033032601","140","00","91","53","033","21",,"032601",2690,2690,110.6197,24.3175458727994,24.33606,24.31754,0.01851051,2690,1338,1352,2690,145,209,226,114,169,294,566,457,233,142,108,27,2690,2526,6,28,27,1,27,75,1036,759,617,142,51,91,277,155,122,2690,2690,2408,799,689,808,15,17,0,21,59,282,200,35,47,0,0,0,2059,1480,0,1480,1447,33,579,1480,1447,33,59881,1060,1036,833,203,2685,120,302,422,2263
"Census Tract 326.02","Census Tract 326.02, King County, Washington","53033032602","140","00","91","53","033","21",,"032602",2587,2587,223.0601,11.5977695649555,11.79116,11.59777,0.1933881,2587,1366,1221,2587,208,174,302,161,143,344,475,435,211,84,38,12,2587,2310,42,28,55,4,41,107,888,684,593,91,24,67,204,121,83,2587,2371,2085,684,555,744,15,16,16,18,37,286,154,53,79,216,216,0,1851,1300,5,1295,1258,37,551,1295,1258,37,66250,928,888,765,123,2362,156,154,310,2052
"Census Tract 327.02","Census Tract 327.02, King County, Washington","53033032702","140","00","91","53","033","21",,"032702",6307,6307,31.70928,198.900788729523,201.7445,198.9008,2.843739,6307,3274,3033,6307,525,493,534,304,360,1079,1499,943,327,156,71,16,6307,5927,30,44,116,12,49,129,2266,1763,1542,221,82,139,503,324,179,6325,6324,5579,1749,1554,2043,31,3,4,45,150,745,330,177,238,1,0,1,4756,3762,8,3754,3609,145,994,3754,3609,145,69401,2529,2266,1849,417,6316,220,639,859,5457
"Census Tract 327.03","Census Tract 327.03, King County, Washington","53033032703","140","00","91","53","033","21",,"032703",1944,1944,476.1327,4.08289575086834,4.082896,4.082896,0,1944,970,974,1944,141,128,160,95,150,323,379,292,109,89,59,19,1944,1778,15,48,32,2,23,46,731,514,393,121,39,82,217,108,109,1926,1926,1646,529,407,610,10,16,5,24,45,280,172,48,60,0,0,0,1487,1144,0,1144,1056,88,343,1144,1056,88,55489,758,731,512,219,1916,83,153,236,1680
"Census Tract 327.04","Census Tract 327.04, King County, Washington","53033032704","140","00","91","53","033","21",,"032704",6095,6095,888.7534,6.8579205772382,6.862722,6.857921,0.004801181,6095,3055,3040,6095,510,503,430,234,397,835,1182,884,478,267,238,137,6095,5655,41,67,100,10,87,135,2330,1653,1348,305,93,212,677,337,340,6095,6003,5145,1632,1324,1851,85,19,0,51,183,858,546,143,169,92,81,11,4596,3207,0,3207,3130,77,1389,3207,3130,77,59173,2391,2330,1682,648,6014,325,642,967,5047
"Census Tract 328","Census Tract 328, King County, Washington","53033032800","140","00","91","53","033","21",,"032800",2696,2696,5.000946,539.098071496856,547.226,539.0981,8.127968,2696,1413,1283,2696,173,201,183,114,148,259,620,514,258,149,63,14,2696,2536,4,41,19,3,20,73,1042,744,654,90,40,50,298,186,112,2696,2694,2317,736,643,780,48,13,1,36,60,377,228,73,76,2,0,2,2070,1403,0,1403,1337,66,667,1403,1337,66,56780,1376,1042,880,162,2689,170,224,394,2295
"Census Tract 801.01","Census Tract 801.01, Kitsap County, Washington","53035080101","140","00","91","53","035","18",,"080101",2328,2328,2703.706,0.861040282812121,0.9847671,0.8610403,0.1237268,2328,1071,1257,2328,152,134,139,73,226,251,287,283,230,201,222,130,2328,1771,122,19,197,31,22,166,1079,570,448,122,24,98,509,173,336,2300,2276,1685,583,470,531,26,4,4,5,62,591,442,59,90,24,0,24,1914,1107,108,999,903,96,807,999,903,96,36136,1142,1079,522,557,2295,287,331,618,1677
"Census Tract 801.02","Census Tract 801.02, Kitsap County, Washington","53035080102","140","00","91","53","035","18",,"080102",4431,4431,4905.261,0.903315768258386,1.021164,0.9033158,0.117848,4431,2086,2345,4431,358,316,306,160,537,684,607,497,326,269,256,115,4431,3250,281,72,350,55,94,329,1810,1120,757,363,85,278,690,329,361,4459,4337,3455,1122,744,1207,50,26,53,75,178,882,547,141,194,122,122,0,3342,2182,170,2012,1825,187,1160,2012,1825,187,34475,1912,1810,839,971,4260,559,828,1387,2873
"Census Tract 802","Census Tract 802, Kitsap County, Washington","53035080200","140","00","91","53","035","18",,"080200",3395,3395,3532.819,0.960989008443282,0.960989,0.960989,0,3395,1625,1770,3395,255,240,179,123,365,486,423,405,316,304,235,64,3395,2562,176,38,255,61,69,234,1435,930,671,259,60,199,505,210,295,3395,3379,2730,927,719,896,62,14,14,25,73,649,399,104,146,16,0,16,2665,1584,110,1474,1438,36,1081,1474,1438,36,33682,1492,1435,789,646,3369,513,728,1241,2128
"Census Tract 803","Census Tract 803, Kitsap County, Washington","53035080300","140","00","91","53","035","18",,"080300",2977,2977,4641.687,0.641361658818496,0.7215338,0.6413617,0.08017219,2977,1346,1631,2977,230,185,154,90,401,463,366,299,163,176,282,168,2977,2258,235,51,115,21,61,236,1417,679,433,246,56,190,738,297,441,2977,2887,1980,677,414,700,49,7,5,29,99,907,620,120,167,90,90,0,2358,1419,99,1320,1151,169,939,1320,1151,169,28856,1538,1417,355,1062,2878,528,678,1206,1672
"Census Tract 804","Census Tract 804, Kitsap County, Washington","53035080400","140","00","91","53","035","18",,"080400",3417,3417,3152.223,1.08399691427142,2.514128,1.083997,1.430131,3417,1659,1758,3417,205,189,176,120,236,499,535,475,333,304,244,101,3417,2983,89,42,122,11,27,143,1619,864,682,182,47,135,755,337,418,3417,3417,2520,868,734,768,35,10,4,17,84,897,640,105,152,0,0,0,2795,1795,56,1739,1636,103,1000,1739,1636,103,38652,1739,1619,1017,602,3395,344,584,928,2467
"Census Tract 805","Census Tract 805, Kitsap County, Washington","53035080500","140","00","91","53","035","18",,"080500",2643,2643,6510.076,0.405986050900622,0.9164656,0.405986,0.5104796,2643,1457,1186,2643,184,160,126,76,403,519,470,381,167,83,59,15,2643,2005,196,76,92,24,44,206,1314,490,241,249,86,163,824,533,291,2643,2605,1621,517,231,582,8,36,16,26,205,984,640,159,185,38,0,38,2133,1383,128,1255,1102,153,750,1255,1102,153,22787,1558,1314,319,995,2594,894,662,1556,1038
"Census Tract 806","Census Tract 806, Kitsap County, Washington","53035080600","140","00","91","53","035","18",,"080600",4864,4864,5310.003,0.916006946750332,1.187966,0.9160069,0.2719588,4864,2429,2435,4864,365,359,342,207,539,765,823,597,348,234,225,60,4864,3711,303,105,253,37,148,307,2017,1204,806,398,96,302,813,451,362,4864,4853,3822,1189,777,1422,43,21,62,125,183,1031,639,187,205,11,0,11,3722,2507,63,2444,2268,176,1215,2444,2268,176,35820,2301,2017,1128,889,4856,920,871,1791,3065
"Census Tract 807","Census Tract 807, Kitsap County, Washington","53035080700","140","00","91","53","035","18",,"080700",3214,3214,2171.939,1.47978369011748,2.57784,1.479784,1.098056,3214,1620,1594,3214,186,187,170,122,217,395,462,543,343,266,254,69,3214,2905,39,42,78,11,21,118,1432,893,723,170,53,117,539,281,258,3214,3202,2495,860,746,738,26,15,15,15,80,707,434,128,145,12,12,0,2669,1631,56,1575,1497,78,1038,1575,1497,78,43203,1585,1432,1017,415,3187,222,678,900,2287
"Census Tract 808","Census Tract 808, Kitsap County, Washington","53035080800","140","00","91","53","035","18",,"080800",2842,2842,7179.016,0.395875965448489,0.6435076,0.395876,0.2476317,2842,1435,1407,2842,522,434,260,90,423,735,332,29,10,5,2,0,2842,1769,389,35,254,35,109,251,734,721,652,69,22,47,13,7,6,2842,2786,2780,729,643,1336,0,0,0,31,41,6,6,0,0,56,0,56,1585,1144,647,497,452,45,441,497,452,45,30523,769,734,6,728,2777,396,1396,1792,985
"Census Tract 809","Census Tract 809, Kitsap County, Washington","53035080900","140","00","91","53","035","18",,"080900",4331,4331,821.6324,5.27121399790269,5.631366,5.271214,0.3601519,4331,2200,2131,4331,298,292,305,201,386,636,691,581,362,304,229,46,4331,3628,129,89,141,26,94,224,1820,1169,856,313,95,218,651,373,278,4331,4319,3542,1169,874,1185,60,12,29,36,177,777,517,127,133,12,0,12,3372,2151,212,1939,1730,209,1221,1939,1730,209,39199,1998,1820,1071,749,4287,599,719,1318,2969
"Census Tract 810","Census Tract 810, Kitsap County, Washington","53035081000","140","00","91","53","035","18",,"081000",4663,4663,3972.293,1.17388111450709,1.51041,1.173881,0.3365293,4663,2269,2394,4663,460,386,290,151,673,782,706,518,305,188,158,46,4663,3396,412,114,292,66,82,301,2068,1154,649,505,91,414,914,468,446,4663,4663,3481,1146,704,1272,74,31,5,90,159,1182,726,196,260,0,0,0,3489,2077,229,1848,1559,289,1412,1848,1559,289,23496,2257,2068,699,1369,4645,1430,978,2408,2237
"Census Tract 811","Census Tract 811, Kitsap County, Washington","53035081100","140","00","91","53","035","18",,"081100",2859,2859,4977.843,0.574345132100998,0.5743451,0.5743451,0,2859,1411,1448,2859,210,205,150,101,355,435,407,344,181,168,205,98,2859,2227,198,66,115,12,50,191,1108,605,415,190,59,131,503,289,214,2859,2613,1914,601,418,708,15,30,12,36,94,699,393,113,193,246,217,29,2246,1273,109,1164,1053,111,973,1164,1053,111,31662,1228,1108,577,531,2599,422,676,1098,1501
"Census Tract 812","Census Tract 812, Kitsap County, Washington","53035081200","140","00","91","53","035","18",,"081200",2980,2980,8878.484,0.335642867843403,0.3356429,0.3356429,0,2980,1550,1430,2980,227,194,201,106,405,488,509,386,180,136,114,34,2980,2278,167,62,144,36,89,204,1299,682,445,237,69,168,617,376,241,2989,2980,2165,688,503,750,24,14,27,51,108,815,460,156,199,9,0,9,2347,1519,145,1374,1221,153,828,1374,1221,153,29567,1470,1299,624,675,2942,614,626,1240,1702
"Census Tract 814","Census Tract 814, Kitsap County, Washington","53035081400","140","00","91","53","035","18",,"081400",2083,2083,3207.661,0.64938293150393,1.599513,0.6493829,0.9501299,2083,1733,350,2083,12,14,20,12,1567,279,151,27,1,0,0,0,2083,1248,432,39,101,8,197,58,38,37,35,2,0,2,1,1,0,2074,115,115,36,34,45,0,0,0,0,0,0,0,0,0,1959,0,1959,2038,2004,1885,119,113,6,34,119,113,6,91695,42,38,1,37,115,0,23,23,92
"Census Tract 901.01","Census Tract 901.01, Kitsap County, Washington","53035090101","140","00","91","53","035","18",,"090101",4870,4870,272.4697,17.8735499932818,36.64246,17.87355,18.76891,4870,2440,2430,4870,321,370,382,241,271,567,863,759,500,368,188,40,4870,4049,23,554,51,6,48,139,1875,1399,1163,236,73,163,476,265,211,4870,4870,4232,1377,1224,1407,47,25,26,45,81,638,364,122,152,0,0,0,3726,2316,70,2246,2132,114,1410,2246,2132,114,50250,2217,1875,1592,283,4865,348,756,1104,3761
"Census Tract 901.02","Census Tract 901.02, Kitsap County, Washington","53035090102","140","00","91","53","035","18",,"090102",4810,4810,255.0048,18.8623900960159,50.3094,18.86239,31.44701,4810,2404,2406,4810,289,345,385,210,269,479,850,917,486,341,208,31,4810,4408,14,85,83,20,55,145,1894,1383,1178,205,71,134,511,251,260,4810,4810,4170,1402,1098,1395,72,9,7,44,143,640,396,106,138,0,0,0,3720,2388,64,2324,2215,109,1332,2324,2215,109,52910,2081,1894,1452,442,4790,386,470,856,3934
"Census Tract 902","Census Tract 902, Kitsap County, Washington","53035090200","140","00","91","53","035","18",,"090200",8070,8070,301.1109,26.8007542892091,36.88892,26.80075,10.08817,8070,4088,3982,8070,500,669,684,390,436,792,1492,1502,836,441,258,70,8070,7520,41,60,163,16,44,226,2907,2365,2081,284,93,191,542,293,249,8070,8070,7400,2361,2052,2659,34,16,2,78,198,670,404,121,145,0,0,0,6089,4052,108,3944,3818,126,2037,3944,3818,126,62339,3092,2907,2511,396,8038,322,892,1214,6824
"Census Tract 903","Census Tract 903, Kitsap County, Washington","53035090300","140","00","91","53","035","18",,"090300",7253,7253,657.053,11.038682804708,14.42892,11.03868,3.390241,7253,4819,2434,7253,879,569,400,143,1697,2203,1212,135,8,3,1,3,7253,5565,584,93,340,57,284,330,1282,1276,1198,78,21,57,6,4,2,7253,4569,4555,1275,1222,1989,9,0,0,5,55,14,0,7,7,2684,1911,773,5346,2668,1848,820,718,102,2678,820,718,102,32246,1316,1282,9,1273,4558,448,1735,2183,2375
"Census Tract 904","Census Tract 904, Kitsap County, Washington","53035090400","140","00","91","53","035","18",,"090400",4275,4275,492.3397,8.68302941944133,8.921365,8.683029,0.2383355,4275,2105,2170,4275,231,323,367,241,268,408,717,782,441,224,169,104,4275,3793,45,34,167,18,43,175,1494,1181,1029,152,50,102,313,172,141,4275,4186,3801,1196,1065,1328,43,0,20,51,98,385,236,68,81,89,25,64,3283,2094,79,2015,1926,89,1189,2015,1926,89,55000,1546,1494,1229,265,4245,293,557,850,3395
"Census Tract 905","Census Tract 905, Kitsap County, Washington","53035090500","140","00","91","53","035","18",,"090500",7168,7168,1443.516,4.96565505322805,5.867648,4.965655,0.9019926,7168,3339,3829,7168,466,462,472,296,547,868,1006,971,681,541,555,303,7168,6345,69,67,193,29,140,325,2995,1886,1480,406,87,319,1109,419,690,7168,6901,5570,1881,1477,1912,75,15,18,54,138,1331,935,169,227,267,179,88,5642,3389,160,3229,3055,174,2253,3229,3055,174,40386,3145,2995,1774,1221,6929,615,1190,1805,5124
